,primary_title,runtime_minutes,genres,averagerating,original_language,original_title,popularity,vote_average,release_date,production_budget,worldwide_gross,studio,domestic_gross,foreign_gross
441,We Bought a Zoo,124.0,Drama,7.1,en,We Bought a Zoo,9.931,6.7,2011-12-23,50000000.0,118729073.0,Fox,75600000.0,44500000.0
441,We Bought a Zoo,124.0,Family,7.1,en,We Bought a Zoo,9.931,6.7,2011-12-23,50000000.0,118729073.0,Fox,75600000.0,44500000.0
442,When the Bough Breaks,107.0,Crime,5.1,en,When the Bough Breaks,8.062000000000001,5.3,2016-09-09,10000000.0,30768449.0,SGem,29700000.0,911000.0
442,When the Bough Breaks,107.0,Drama,5.1,en,When the Bough Breaks,8.062000000000001,5.3,2016-09-09,10000000.0,30768449.0,SGem,29700000.0,911000.0
442,When the Bough Breaks,107.0,Horror,5.1,en,When the Bough Breaks,8.062000000000001,5.3,2016-09-09,10000000.0,30768449.0,SGem,29700000.0,911000.0
443,When the Bough Breaks,93.0,,6.1,en,When the Bough Breaks,8.062000000000001,5.3,2016-09-09,10000000.0,30768449.0,SGem,29700000.0,911000.0
444,In the Heart of the Sea,122.0,Action,6.9,en,In the Heart of the Sea,14.33,6.6,2015-12-11,100000000.0,89693309.0,WB,25000000.0,68900000.0
444,In the Heart of the Sea,122.0,Adventure,6.9,en,In the Heart of the Sea,14.33,6.6,2015-12-11,100000000.0,89693309.0,WB,25000000.0,68900000.0
444,In the Heart of the Sea,122.0,Biography,6.9,en,In the Heart of the Sea,14.33,6.6,2015-12-11,100000000.0,89693309.0,WB,25000000.0,68900000.0
446,The Hunger Games,142.0,Action,7.2,en,The Hunger Games,14.212,7.1,2012-03-23,80000000.0,677923379.0,LGF,408000000.0,286400000.0
446,The Hunger Games,142.0,Adventure,7.2,en,The Hunger Games,14.212,7.1,2012-03-23,80000000.0,677923379.0,LGF,408000000.0,286400000.0
446,The Hunger Games,142.0,Sci-Fi,7.2,en,The Hunger Games,14.212,7.1,2012-03-23,80000000.0,677923379.0,LGF,408000000.0,286400000.0
447,Mad Max: Fury Road,120.0,Action,8.1,en,Mad Max: Fury Road,28.099,7.4,2015-05-15,150000000.0,370098020.0,WB,153600000.0,224800000.0
447,Mad Max: Fury Road,120.0,Adventure,8.1,en,Mad Max: Fury Road,28.099,7.4,2015-05-15,150000000.0,370098020.0,WB,153600000.0,224800000.0
447,Mad Max: Fury Road,120.0,Sci-Fi,8.1,en,Mad Max: Fury Road,28.099,7.4,2015-05-15,150000000.0,370098020.0,WB,153600000.0,224800000.0
448,Marmaduke,87.0,Comedy,4.2,en,Marmaduke,8.487,5.1,2010-06-04,50000000.0,89895930.0,Fox,33600000.0,50100000.0
448,Marmaduke,87.0,Family,4.2,en,Marmaduke,8.487,5.1,2010-06-04,50000000.0,89895930.0,Fox,33600000.0,50100000.0
449,Prisoners,153.0,Crime,8.1,en,Prisoners,14.358,8.0,2013-09-20,46000000.0,113402302.0,WB,61000000.0,61100000.0
449,Prisoners,153.0,Drama,8.1,en,Prisoners,14.358,8.0,2013-09-20,46000000.0,113402302.0,WB,61000000.0,61100000.0
449,Prisoners,153.0,Mystery,8.1,en,Prisoners,14.358,8.0,2013-09-20,46000000.0,113402302.0,WB,61000000.0,61100000.0
450,It,135.0,Horror,7.4,en,It,13.966,7.2,2017-09-08,35000000.0,697457969.0,WB (NL),327500000.0,372900000.0
450,It,135.0,Thriller,7.4,en,It,13.966,7.2,2017-09-08,35000000.0,697457969.0,WB (NL),327500000.0,372900000.0
452,Taken 2,92.0,Action,6.3,en,Taken 2,16.078,6.2,2012-10-05,45000000.0,377807404.0,Fox,139900000.0,236300000.0
452,Taken 2,92.0,Thriller,6.3,en,Taken 2,16.078,6.2,2012-10-05,45000000.0,377807404.0,Fox,139900000.0,236300000.0
453,Journey 2: The Mysterious Island,94.0,Action,5.8,en,Journey 2: The Mysterious Island,14.454,5.9,2012-02-10,79000000.0,318146162.0,WB (NL),103900000.0,231400000.0
453,Journey 2: The Mysterious Island,94.0,Adventure,5.8,en,Journey 2: The Mysterious Island,14.454,5.9,2012-02-10,79000000.0,318146162.0,WB (NL),103900000.0,231400000.0
453,Journey 2: The Mysterious Island,94.0,Comedy,5.8,en,Journey 2: The Mysterious Island,14.454,5.9,2012-02-10,79000000.0,318146162.0,WB (NL),103900000.0,231400000.0
454,Straight Outta Compton,147.0,Biography,7.9,en,Straight Outta Compton,11.731,7.7,2015-08-14,28000000.0,202182981.0,Uni.,161200000.0,40400000.0
454,Straight Outta Compton,147.0,Drama,7.9,en,Straight Outta Compton,11.731,7.7,2015-08-14,28000000.0,202182981.0,Uni.,161200000.0,40400000.0
454,Straight Outta Compton,147.0,History,7.9,en,Straight Outta Compton,11.731,7.7,2015-08-14,28000000.0,202182981.0,Uni.,161200000.0,40400000.0
456,Transformers: Dark of the Moon,154.0,Action,6.2,en,Transformers: Dark of the Moon,5.339,6.1,2011-06-29,195000000.0,1123790543.0,P/DW,352400000.0,771400000.0
456,Transformers: Dark of the Moon,154.0,Adventure,6.2,en,Transformers: Dark of the Moon,5.339,6.1,2011-06-29,195000000.0,1123790543.0,P/DW,352400000.0,771400000.0
456,Transformers: Dark of the Moon,154.0,Sci-Fi,6.2,en,Transformers: Dark of the Moon,5.339,6.1,2011-06-29,195000000.0,1123790543.0,P/DW,352400000.0,771400000.0
457,Winter's Bone,100.0,Drama,7.2,en,Winter's Bone,9.824,6.9,2010-06-11,2000000.0,16131551.0,RAtt.,6500000.0,7300000.0
457,Winter's Bone,100.0,Mystery,7.2,en,Winter's Bone,9.824,6.9,2010-06-11,2000000.0,16131551.0,RAtt.,6500000.0,7300000.0
458,Unknown,113.0,Action,6.9,en,Unknown,12.08,6.6,2011-02-18,40000000.0,136123083.0,WB,63700000.0,67099999.0
458,Unknown,113.0,Mystery,6.9,en,Unknown,12.08,6.6,2011-02-18,40000000.0,136123083.0,WB,63700000.0,67099999.0
458,Unknown,113.0,Thriller,6.9,en,Unknown,12.08,6.6,2011-02-18,40000000.0,136123083.0,WB,63700000.0,67099999.0
459,Unknown,113.0,Action,6.9,en,Unknown,12.08,6.6,2006-11-03,3700000.0,3355048.0,WB,63700000.0,67099999.0
459,Unknown,113.0,Mystery,6.9,en,Unknown,12.08,6.6,2006-11-03,3700000.0,3355048.0,WB,63700000.0,67099999.0
459,Unknown,113.0,Thriller,6.9,en,Unknown,12.08,6.6,2006-11-03,3700000.0,3355048.0,WB,63700000.0,67099999.0
460,Unknown,96.0,Drama,6.9,en,Unknown,12.08,6.6,2011-02-18,40000000.0,136123083.0,WB,63700000.0,67099999.0
461,Unknown,96.0,Drama,6.9,en,Unknown,12.08,6.6,2006-11-03,3700000.0,3355048.0,WB,63700000.0,67099999.0
462,Happy Feet Two,100.0,Adventure,5.9,en,Happy Feet Two,8.131,5.9,2011-11-18,135000000.0,157956466.0,WB,64000000.0,86400000.0
462,Happy Feet Two,100.0,Animation,5.9,en,Happy Feet Two,8.131,5.9,2011-11-18,135000000.0,157956466.0,WB,64000000.0,86400000.0
462,Happy Feet Two,100.0,Comedy,5.9,en,Happy Feet Two,8.131,5.9,2011-11-18,135000000.0,157956466.0,WB,64000000.0,86400000.0
463,Hesher,106.0,Comedy,7.0,en,Hesher,7.14,7.0,2011-05-13,7000000.0,382946.0,WHE,383000.0,
463,Hesher,106.0,Crime,7.0,en,Hesher,7.14,7.0,2011-05-13,7000000.0,382946.0,WHE,383000.0,
463,Hesher,106.0,Drama,7.0,en,Hesher,7.14,7.0,2011-05-13,7000000.0,382946.0,WHE,383000.0,
464,Wolves,91.0,Action,5.3,en,Wolves,8.627,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
464,Wolves,91.0,Fantasy,5.3,en,Wolves,8.627,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
464,Wolves,91.0,Horror,5.3,en,Wolves,8.627,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
465,Wolves,91.0,Action,5.3,en,Wolves,4.27,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
465,Wolves,91.0,Fantasy,5.3,en,Wolves,4.27,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
465,Wolves,91.0,Horror,5.3,en,Wolves,4.27,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
467,Wolves,109.0,Drama,5.6,en,Wolves,8.627,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
467,Wolves,109.0,Sport,5.6,en,Wolves,8.627,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
468,Wolves,109.0,Drama,5.6,en,Wolves,4.27,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
468,Wolves,109.0,Sport,5.6,en,Wolves,4.27,5.8,2014-11-14,18000000.0,94953.0,KE,12100.0,
470,True Grit,110.0,Adventure,7.6,en,True Grit,13.118,7.2,2010-12-22,35000000.0,252276928.0,Par.,171200000.0,81000000.0
470,True Grit,110.0,Drama,7.6,en,True Grit,13.118,7.2,2010-12-22,35000000.0,252276928.0,Par.,171200000.0,81000000.0
470,True Grit,110.0,Western,7.6,en,True Grit,13.118,7.2,2010-12-22,35000000.0,252276928.0,Par.,171200000.0,81000000.0
471,Remember Me,113.0,Drama,7.1,en,Remember Me,11.453,7.1,2010-03-12,16000000.0,56506120.0,Sum.,19100000.0,37000000.0
471,Remember Me,113.0,Romance,7.1,en,Remember Me,11.453,7.1,2010-03-12,16000000.0,56506120.0,Sum.,19100000.0,37000000.0
472,Remember Me,85.0,Comedy,5.2,en,Remember Me,11.453,7.1,2010-03-12,16000000.0,56506120.0,Sum.,19100000.0,37000000.0
473,For Colored Girls,133.0,Drama,6.1,en,For Colored Girls,2.858,6.8,2010-11-05,21000000.0,38017873.0,LGF,37700000.0,17300.0
474,Just Wright,100.0,Comedy,5.9,en,Just Wright,7.0470000000000015,6.2,2010-05-14,12000000.0,21867665.0,FoxS,21500000.0,29900.0
474,Just Wright,100.0,Romance,5.9,en,Just Wright,7.0470000000000015,6.2,2010-05-14,12000000.0,21867665.0,FoxS,21500000.0,29900.0
474,Just Wright,100.0,Sport,5.9,en,Just Wright,7.0470000000000015,6.2,2010-05-14,12000000.0,21867665.0,FoxS,21500000.0,29900.0
475,Star Trek Into Darkness,132.0,Action,7.7,en,Star Trek Into Darkness,20.487,7.4,2013-05-16,190000000.0,467381584.0,Par.,228800000.0,238600000.0
475,Star Trek Into Darkness,132.0,Adventure,7.7,en,Star Trek Into Darkness,20.487,7.4,2013-05-16,190000000.0,467381584.0,Par.,228800000.0,238600000.0
475,Star Trek Into Darkness,132.0,Sci-Fi,7.7,en,Star Trek Into Darkness,20.487,7.4,2013-05-16,190000000.0,467381584.0,Par.,228800000.0,238600000.0
476,Ride Along,99.0,Action,6.2,en,Ride Along,10.831,6.2,2014-01-17,25000000.0,153733800.0,Uni.,134900000.0,19500000.0
476,Ride Along,99.0,Comedy,6.2,en,Ride Along,10.831,6.2,2014-01-17,25000000.0,153733800.0,Uni.,134900000.0,19500000.0
476,Ride Along,99.0,Crime,6.2,en,Ride Along,10.831,6.2,2014-01-17,25000000.0,153733800.0,Uni.,134900000.0,19500000.0
477,Ride Along,87.0,Action,4.4,en,Ride Along,10.831,6.2,2014-01-17,25000000.0,153733800.0,Uni.,134900000.0,19500000.0
478,No Strings Attached,108.0,Comedy,6.2,en,No Strings Attached,14.203,6.2,2011-01-21,25000000.0,149228078.0,Par.,70700000.0,78600000.0
478,No Strings Attached,108.0,Romance,6.2,en,No Strings Attached,14.203,6.2,2011-01-21,25000000.0,149228078.0,Par.,70700000.0,78600000.0
479,Riddick,119.0,Action,6.4,en,Riddick,17.434,6.2,2013-09-06,38000000.0,94763758.0,Uni.,42000000.0,56300000.0
479,Riddick,119.0,Adventure,6.4,en,Riddick,17.434,6.2,2013-09-06,38000000.0,94763758.0,Uni.,42000000.0,56300000.0
479,Riddick,119.0,Sci-Fi,6.4,en,Riddick,17.434,6.2,2013-09-06,38000000.0,94763758.0,Uni.,42000000.0,56300000.0
480,The Hangover Part II,102.0,Comedy,6.5,en,The Hangover Part II,32.266,6.4,2011-05-26,80000000.0,586464305.0,WB,254500000.0,332300000.0
480,The Hangover Part II,102.0,Mystery,6.5,en,The Hangover Part II,32.266,6.4,2011-05-26,80000000.0,586464305.0,WB,254500000.0,332300000.0
481,Hop,95.0,Adventure,5.4,en,Hop,14.738,5.6,2011-04-01,63000000.0,188657593.0,Uni.,108100000.0,75900000.0
481,Hop,95.0,Animation,5.4,en,Hop,14.738,5.6,2011-04-01,63000000.0,188657593.0,Uni.,108100000.0,75900000.0
481,Hop,95.0,Comedy,5.4,en,Hop,14.738,5.6,2011-04-01,63000000.0,188657593.0,Uni.,108100000.0,75900000.0
482,The Best Exotic Marigold Hotel,124.0,Comedy,7.3,en,The Best Exotic Marigold Hotel,8.665,6.9,2012-05-04,10000000.0,134639780.0,FoxS,46400000.0,90400000.0
482,The Best Exotic Marigold Hotel,124.0,Drama,7.3,en,The Best Exotic Marigold Hotel,8.665,6.9,2012-05-04,10000000.0,134639780.0,FoxS,46400000.0,90400000.0
482,The Best Exotic Marigold Hotel,124.0,Romance,7.3,en,The Best Exotic Marigold Hotel,8.665,6.9,2012-05-04,10000000.0,134639780.0,FoxS,46400000.0,90400000.0
483,Table 19,87.0,Comedy,5.8,en,Table 19,7.551,6.0,2017-03-03,5000000.0,4620399.0,FoxS,3600000.0,1400000.0
483,Table 19,87.0,Drama,5.8,en,Table 19,7.551,6.0,2017-03-03,5000000.0,4620399.0,FoxS,3600000.0,1400000.0
483,Table 19,87.0,Romance,5.8,en,Table 19,7.551,6.0,2017-03-03,5000000.0,4620399.0,FoxS,3600000.0,1400000.0
484,12 Strong,130.0,Action,6.6,en,12 Strong,13.183,5.6,2018-01-19,35000000.0,71118378.0,WB,45800000.0,21600000.0
484,12 Strong,130.0,Drama,6.6,en,12 Strong,13.183,5.6,2018-01-19,35000000.0,71118378.0,WB,45800000.0,21600000.0
484,12 Strong,130.0,History,6.6,en,12 Strong,13.183,5.6,2018-01-19,35000000.0,71118378.0,WB,45800000.0,21600000.0
485,Paranoia,106.0,Drama,5.7,en,Paranoia,0.6,4.5,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
485,Paranoia,106.0,Thriller,5.7,en,Paranoia,0.6,4.5,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
486,Paranoia,106.0,Drama,5.7,en,Paranoia,7.673999999999999,5.7,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
486,Paranoia,106.0,Thriller,5.7,en,Paranoia,7.673999999999999,5.7,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
487,Paranoia,106.0,Drama,5.7,en,Paranoia,0.6,10.0,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
487,Paranoia,106.0,Thriller,5.7,en,Paranoia,0.6,10.0,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
489,Paranoia,87.0,Thriller,5.3,en,Paranoia,0.6,4.5,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
490,Paranoia,87.0,Thriller,5.3,en,Paranoia,7.673999999999999,5.7,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
491,Paranoia,87.0,Thriller,5.3,en,Paranoia,0.6,10.0,2013-08-16,40000000.0,16340767.0,Rela.,7400000.0,6400000.0
493,You Again,105.0,Comedy,5.8,en,You Again,10.208,6.2,2010-09-24,20000000.0,32838945.0,BV,25700000.0,6300000.0
493,You Again,105.0,Family,5.8,en,You Again,10.208,6.2,2010-09-24,20000000.0,32838945.0,BV,25700000.0,6300000.0
493,You Again,105.0,Romance,5.8,en,You Again,10.208,6.2,2010-09-24,20000000.0,32838945.0,BV,25700000.0,6300000.0
494,"I, Frankenstein",92.0,Action,5.1,en,"I, Frankenstein",12.7,5.2,2014-01-24,65000000.0,74575290.0,LGF,19100000.0,52100000.0
494,"I, Frankenstein",92.0,Fantasy,5.1,en,"I, Frankenstein",12.7,5.2,2014-01-24,65000000.0,74575290.0,LGF,19100000.0,52100000.0
494,"I, Frankenstein",92.0,Horror,5.1,en,"I, Frankenstein",12.7,5.2,2014-01-24,65000000.0,74575290.0,LGF,19100000.0,52100000.0
495,Somewhere,97.0,Comedy,6.3,en,Somewhere,7.596,6.1,2010-12-22,7000000.0,17023121.0,Focus,1800000.0,12200000.0
495,Somewhere,97.0,Drama,6.3,en,Somewhere,7.596,6.1,2010-12-22,7000000.0,17023121.0,Focus,1800000.0,12200000.0
496,Stone,105.0,Drama,5.4,en,Stone,8.401,5.2,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
496,Stone,105.0,Thriller,5.4,en,Stone,8.401,5.2,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
497,Stone,105.0,Drama,5.4,ru,Камень,2.84,4.9,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
497,Stone,105.0,Thriller,5.4,ru,Камень,2.84,4.9,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
498,Stone,90.0,Crime,5.6,en,Stone,8.401,5.2,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
498,Stone,90.0,Drama,5.6,en,Stone,8.401,5.2,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
498,Stone,90.0,Thriller,5.6,en,Stone,8.401,5.2,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
499,Stone,90.0,Crime,5.6,ru,Камень,2.84,4.9,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
499,Stone,90.0,Drama,5.6,ru,Камень,2.84,4.9,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
499,Stone,90.0,Thriller,5.6,ru,Камень,2.84,4.9,2010-10-08,22000000.0,4065020.0,Over.,1800000.0,7700000.0
500,Predators,107.0,Action,6.4,en,Predators,16.215999999999998,6.1,2010-07-09,40000000.0,127234389.0,Fox,52000000.0,75200000.0
500,Predators,107.0,Adventure,6.4,en,Predators,16.215999999999998,6.1,2010-07-09,40000000.0,127234389.0,Fox,52000000.0,75200000.0
500,Predators,107.0,Sci-Fi,6.4,en,Predators,16.215999999999998,6.1,2010-07-09,40000000.0,127234389.0,Fox,52000000.0,75200000.0
501,Black Nativity,93.0,Drama,4.6,en,Black Nativity,1.779,5.7,2013-11-27,17500000.0,7285135.0,FoxS,7000000.0,436000.0
501,Black Nativity,93.0,Family,4.6,en,Black Nativity,1.779,5.7,2013-11-27,17500000.0,7285135.0,FoxS,7000000.0,436000.0
501,Black Nativity,93.0,Music,4.6,en,Black Nativity,1.779,5.7,2013-11-27,17500000.0,7285135.0,FoxS,7000000.0,436000.0
502,The Wolverine,126.0,Action,6.7,en,The Wolverine,4.323,6.3,2013-07-26,115000000.0,416456852.0,Fox,132600000.0,282300000.0
502,The Wolverine,126.0,Adventure,6.7,en,The Wolverine,4.323,6.3,2013-07-26,115000000.0,416456852.0,Fox,132600000.0,282300000.0
502,The Wolverine,126.0,Sci-Fi,6.7,en,The Wolverine,4.323,6.3,2013-07-26,115000000.0,416456852.0,Fox,132600000.0,282300000.0
503,Arthur Christmas,97.0,Adventure,7.1,en,Arthur Christmas,12.981,6.7,2011-11-23,85000000.0,149717124.0,Sony,46500000.0,101000000.0
503,Arthur Christmas,97.0,Animation,7.1,en,Arthur Christmas,12.981,6.7,2011-11-23,85000000.0,149717124.0,Sony,46500000.0,101000000.0
503,Arthur Christmas,97.0,Comedy,7.1,en,Arthur Christmas,12.981,6.7,2011-11-23,85000000.0,149717124.0,Sony,46500000.0,101000000.0
504,Brick Mansions,90.0,Action,5.7,en,Brick Mansions,9.194,5.9,2014-04-25,28000000.0,73421224.0,Rela.,20400000.0,48500000.0
504,Brick Mansions,90.0,Crime,5.7,en,Brick Mansions,9.194,5.9,2014-04-25,28000000.0,73421224.0,Rela.,20400000.0,48500000.0
505,Big Miracle,107.0,Biography,6.5,en,Big Miracle,6.76,6.6,2012-02-03,40000000.0,25268680.0,Uni.,20200000.0,4600000.0
505,Big Miracle,107.0,Drama,6.5,en,Big Miracle,6.76,6.6,2012-02-03,40000000.0,25268680.0,Uni.,20200000.0,4600000.0
505,Big Miracle,107.0,Family,6.5,en,Big Miracle,6.76,6.6,2012-02-03,40000000.0,25268680.0,Uni.,20200000.0,4600000.0
506,Deadpool,108.0,Action,8.0,en,Deadpool,35.067,7.6,2016-02-12,58000000.0,801025593.0,Fox,363100000.0,420000000.0
506,Deadpool,108.0,Adventure,8.0,en,Deadpool,35.067,7.6,2016-02-12,58000000.0,801025593.0,Fox,363100000.0,420000000.0
506,Deadpool,108.0,Comedy,8.0,en,Deadpool,35.067,7.6,2016-02-12,58000000.0,801025593.0,Fox,363100000.0,420000000.0
507,Another Year,129.0,Comedy,7.3,en,Another Year,9.394,7.0,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
507,Another Year,129.0,Drama,7.3,en,Another Year,9.394,7.0,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
508,Another Year,129.0,Comedy,7.3,ru,Еще один год,1.004,6.3,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
508,Another Year,129.0,Drama,7.3,ru,Еще один год,1.004,6.3,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
509,Another Year,107.0,Drama,6.6,en,Another Year,9.394,7.0,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
509,Another Year,107.0,Romance,6.6,en,Another Year,9.394,7.0,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
510,Another Year,107.0,Drama,6.6,ru,Еще один год,1.004,6.3,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
510,Another Year,107.0,Romance,6.6,ru,Еще один год,1.004,6.3,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
511,Another Year,181.0,Documentary,7.2,en,Another Year,9.394,7.0,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
512,Another Year,181.0,Documentary,7.2,ru,Еще один год,1.004,6.3,2010-12-29,8000000.0,20005613.0,SPC,3200000.0,16500000.0
513,Faster,98.0,Action,6.5,en,Faster,14.172,6.2,2010-11-24,24000000.0,35792945.0,CBS,23200000.0,12400000.0
513,Faster,98.0,Crime,6.5,en,Faster,14.172,6.2,2010-11-24,24000000.0,35792945.0,CBS,23200000.0,12400000.0
513,Faster,98.0,Drama,6.5,en,Faster,14.172,6.2,2010-11-24,24000000.0,35792945.0,CBS,23200000.0,12400000.0
514,The Apparition,83.0,Horror,4.1,en,The Apparition,7.713999999999999,4.3,2012-08-24,17000000.0,10637281.0,WB,4900000.0,4700000.0
514,The Apparition,83.0,Thriller,4.1,en,The Apparition,7.713999999999999,4.3,2012-08-24,17000000.0,10637281.0,WB,4900000.0,4700000.0
515,The Apparition,83.0,Horror,4.1,fr,L'Apparition,7.9129999999999985,6.4,2012-08-24,17000000.0,10637281.0,WB,4900000.0,4700000.0
515,The Apparition,83.0,Thriller,4.1,fr,L'Apparition,7.9129999999999985,6.4,2012-08-24,17000000.0,10637281.0,WB,4900000.0,4700000.0
516,The Apparition,144.0,Drama,6.4,en,The Apparition,7.713999999999999,4.3,2012-08-24,17000000.0,10637281.0,WB,4900000.0,4700000.0
517,The Apparition,144.0,Drama,6.4,fr,L'Apparition,7.9129999999999985,6.4,2012-08-24,17000000.0,10637281.0,WB,4900000.0,4700000.0
518,Rio,96.0,Adventure,6.9,en,Rio,14.695,6.6,2011-04-15,90000000.0,487519809.0,Fox,143600000.0,341000000.0
518,Rio,96.0,Animation,6.9,en,Rio,14.695,6.6,2011-04-15,90000000.0,487519809.0,Fox,143600000.0,341000000.0
518,Rio,96.0,Comedy,6.9,en,Rio,14.695,6.6,2011-04-15,90000000.0,487519809.0,Fox,143600000.0,341000000.0
519,Rio,90.0,Documentary,8.3,en,Rio,14.695,6.6,2011-04-15,90000000.0,487519809.0,Fox,143600000.0,341000000.0
520,Rio,87.0,Drama,2.6,en,Rio,14.695,6.6,2011-04-15,90000000.0,487519809.0,Fox,143600000.0,341000000.0
521,Charlie St. Cloud,99.0,Drama,6.5,en,Charlie St. Cloud,9.454,6.9,2010-07-30,44000000.0,48478084.0,Uni.,31200000.0,17000000.0
521,Charlie St. Cloud,99.0,Fantasy,6.5,en,Charlie St. Cloud,9.454,6.9,2010-07-30,44000000.0,48478084.0,Uni.,31200000.0,17000000.0
521,Charlie St. Cloud,99.0,Romance,6.5,en,Charlie St. Cloud,9.454,6.9,2010-07-30,44000000.0,48478084.0,Uni.,31200000.0,17000000.0
522,Battleship,131.0,Action,5.8,en,Battleship,21.742,5.6,2012-05-18,220000000.0,313477717.0,Uni.,65400000.0,237600000.0
522,Battleship,131.0,Adventure,5.8,en,Battleship,21.742,5.6,2012-05-18,220000000.0,313477717.0,Uni.,65400000.0,237600000.0
522,Battleship,131.0,Sci-Fi,5.8,en,Battleship,21.742,5.6,2012-05-18,220000000.0,313477717.0,Uni.,65400000.0,237600000.0
523,A Little Bit of Heaven,106.0,Comedy,6.3,en,A Little Bit of Heaven,7.87,6.3,2012-05-04,12500000.0,1100287.0,MNE,15400.0,1300000.0
